antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski
['REGENCY TEA PLATE PINK'],['REGENCY TEA PLATE ROSES '],0.013168379115118473,0.01916544348920109,0.011407003564688614,0.8662420382165605,45.19812122817043,1.0,0.011154625738913435,7.332905970104545,0.9909240501266164,0.5450901803607214,0.8636284163363215,0.7307140169200965
"['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER']",['GREEN REGENCY TEACUP AND SAUCER'],0.016858880268400083,0.044327951352484796,0.014510379534493604,0.8606965174129353,19.41656429300988,1.0,0.0137630599100986,6.860360063505375,0.9647623962586415,0.3108715184186882,0.8542350560694858,0.5940190250262406
"['CHARLOTTE BAG PINK POLKADOT', 'STRAWBERRY CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.016020130006290628,0.04403438876074649,0.013755504298595093,0.8586387434554973,19.499276988282222,1.0,0.013050067665900392,6.762571546173974,0.9641620486016905,0.2971014492753623,0.8521272576308986,0.5855098479182248
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.012749003984063745,0.04403438876074649,0.010945690920528413,0.8585526315789473,19.49732142857143,1.0,0.010384296322781844,6.758454553877512,0.9609622146150493,0.23879231473010065,0.8520371792059662,0.553562030075188
"['CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.012329628853009016,0.04403438876074649,0.010568253302579158,0.8571428571428572,19.465306122448983,1.0,0.010025325632390041,6.691759278674778,0.9604687699036134,0.23076923076923075,0.8505624667063579,0.5485714285714286
"['PINK REGENCY TEACUP AND SAUCER', 'GREEN REGENCY TEACUP AND SAUCER']",['ROSES REGENCY TEACUP AND SAUCER '],0.027007758439924513,0.046970014678129585,0.023023694694904593,0.8524844720496895,18.1495466393079,1.0,0.02175513988455796,6.4605401110240495,0.9711302563822347,0.4518518518518519,0.8452141798030736,0.6713315217391305
"['JUMBO BAG PINK POLKADOT', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.013420004193751311,0.08953659048018453,0.011281191025372195,0.840625,9.388619730679157,1.0,0.010079609605633925,5.712711589143939,0.9056417873890388,0.12305580969807868,0.8249517791340395,0.4833101580796253
"['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER']",['ROSES REGENCY TEACUP AND SAUCER '],0.016858880268400083,0.046970014678129585,0.014132941916544349,0.8383084577114428,17.847736762615494,1.0,0.013341080062880768,5.894123909221415,0.9601576701415176,0.2843881856540084,0.8303395016118528,0.5696006574271499
['REGENCY TEA PLATE GREEN '],['REGENCY TEA PLATE ROSES '],0.01618788005871252,0.01916544348920109,0.013503879219962257,0.8341968911917098,43.52609380846022,1.0,0.013193631319487037,5.915658418955754,0.993101483518622,0.618042226487524,0.8309571092212382,0.7693960385936667
['WOODEN TREE CHRISTMAS SCANDINAVIAN'],['WOODEN STAR CHRISTMAS SCANDINAVIAN'],0.014216816942755294,0.021597819249318514,0.011826378695743342,0.831858407079646,38.515851877309046,1.0,0.011519326453113064,5.818918232885631,0.9880840745051965,0.49300699300699297,0.8281467516851332,0.6897156113068132
['REGENCY TEA PLATE PINK'],"['REGENCY TEA PLATE GREEN ', 'REGENCY TEA PLATE ROSES ']",0.013168379115118473,0.013503879219962257,0.010819878381211994,0.821656050955414,60.8459271274281,1.0,0.01064205418011876,5.531424677230928,0.9966898358391816,0.6825396825396824,0.81921474875789,0.8114491434901294
"['CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.01664919270287272,0.04403438876074649,0.013671629272384148,0.8211586901763225,18.64812282595658,1.0,0.012938492248353266,5.34532884030963,0.962398456943232,0.29081177520071366,0.8129207706626194,0.5658174403262565
['SET/6 RED SPOTTY PAPER CUPS'],['SET/6 RED SPOTTY PAPER PLATES'],0.017949255609142376,0.02210106940658419,0.014678129586915495,0.8177570093457944,37.00078916100658,1.0,0.014281431842901319,5.36590695248695,0.9907568982241229,0.5785123966942147,0.8136382145917518,0.7409468158683431
"['JUMBO BAG PINK POLKADOT', 'RECYCLING BAG RETROSPOT ']",['JUMBO BAG RED RETROSPOT'],0.012539316418536381,0.08953659048018453,0.010190815684629902,0.8127090301003345,9.076836919317318,1.0,0.009068088045561955,4.861224275829015,0.9011290044633758,0.11090826106800547,0.7942905031203352,0.4632631801555537
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.012707066470958272,0.08953659048018453,0.010232753197735374,0.8052805280528053,8.993870815652993,1.0,0.0090950057909207,4.6757697132966785,0.9002527397842155,0.11121239744758431,0.7861314689737052,0.4597831211692598
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.019794506185783184,0.08953659048018453,0.01593625498007968,0.8050847457627118,8.991684197991505,1.0,0.014163922385965732,4.671073144492965,0.9067344912145593,0.17063313875168387,0.7859164331051067,0.4915353471202318
['PINK REGENCY TEACUP AND SAUCER'],['GREEN REGENCY TEACUP AND SAUCER'],0.03359194799748375,0.044327951352484796,0.027007758439924513,0.8039950062421972,18.13742755330671,1.0,0.025518696203256856,4.875753573036048,0.9777085235805983,0.5304777594728172,0.7949034985011932,0.7066332647105026
"['WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.01711050534703292,0.04403438876074649,0.013755504298595093,0.8039215686274509,18.256676003734825,1.0,0.013002053654251014,4.875424617320191,0.96168035324591,0.2902654867256637,0.794889660185197,0.5581512605042016
"['CHARLOTTE BAG SUKI DESIGN', 'STRAWBERRY CHARLOTTE BAG']",['RED RETROSPOT CHARLOTTE BAG'],0.01752988047808765,0.04403438876074649,0.014091004403438877,0.8038277511961722,18.254545454545454,1.0,0.013319086831537345,4.873092993878145,0.9620843471208436,0.2968197879858657,0.7947915212666254,0.5619138755980861
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.021723631788634935,0.08953659048018453,0.017446005451876703,0.803088803088803,8.969392276183845,1.0,0.015500945528675378,4.623725942463375,0.9082399975597772,0.18596334376396959,0.7837242058798944,0.4989682891322235
"['JUMBO BAG PINK POLKADOT', 'JUMBO BAG STRAWBERRY']",['JUMBO BAG RED RETROSPOT'],0.014636192073810023,0.08953659048018453,0.011742503669532396,0.8022922636103151,8.960496030814035,1.0,0.010432028933630346,4.605097535107471,0.9015949523323119,0.12704174228675136,0.7828493332928588,0.4667199022969608
"['REGENCY TEA PLATE GREEN ', 'REGENCY TEA PLATE ROSES ']",['REGENCY TEA PLATE PINK'],0.013503879219962257,0.013168379115118473,0.010819878381211994,0.8012422360248447,60.8459271274281,1.0,0.01064205418011876,4.964996592577059,0.9970288027518506,0.6825396825396824,0.7985899926910213,0.8114491434901294
"['CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN']",['RED RETROSPOT CHARLOTTE BAG'],0.01740406793877123,0.04403438876074649,0.013923254351016984,0.8,18.16761904761905,1.0,0.013156876857382687,4.779828056196268,0.9616944088775075,0.293027360988526,0.7907874533889011,0.5580952380952381
"[""POPPY'S PLAYHOUSE LIVINGROOM ""]","[""POPPY'S PLAYHOUSE KITCHEN""]",0.013839379324806039,0.018452505766408053,0.011029565946739359,0.796969696969697,43.19032369146006,1.0,0.010774194719944867,4.834487658165454,0.9905553368168041,0.5187376725838264,0.7931528487178989,0.6973484848484849
"['JUMBO BAG WOODLAND ANIMALS', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.018075068148458797,0.08953659048018453,0.014384566995177187,0.7958236658932715,8.888250732189722,1.0,0.012766187020467204,4.45920147162546,0.9038286878773035,0.15429599640125957,0.7757446021752676,0.47823970179909475
"['WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013755504298595093,0.03749213671629272,0.010945690920528413,0.7957317073170732,21.22396259616959,1.0,0.010429967672763933,4.711978793388896,0.9661736508536988,0.27159209157127995,0.7877749362108671,0.5438390080209528
"['REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['ROSES REGENCY TEACUP AND SAUCER '],0.021723631788634935,0.046970014678129585,0.017278255399454812,0.7953667953667953,16.93350110314396,1.0,0.016257896095480347,4.657259739591781,0.9618401277572846,0.33605220228384997,0.7852814625091853,0.5816119691119691
"['JUMBO BAG APPLES', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.01547494233591948,0.08953659048018453,0.012287691339903544,0.7940379403794039,8.86830664559573,1.0,0.010902117765267852,4.42053944885279,0.9011846824031166,0.13251922207146088,0.7737832652393776,0.46563723716862465
"[""POPPY'S PLAYHOUSE LIVINGROOM ""]","[""POPPY'S PLAYHOUSE BEDROOM ""]",0.013839379324806039,0.017865380582931432,0.010987628433633885,0.793939393939394,44.440105278133444,1.0,0.010740382654964672,4.766241535406363,0.9912156119287185,0.5303643724696356,0.7901910776926789,0.7044814340588988
"['CHARLOTTE BAG PINK POLKADOT', 'LUNCH BAG RED RETROSPOT']",['RED RETROSPOT CHARLOTTE BAG'],0.012874816523380163,0.04403438876074649,0.010148878171524428,0.7882736156351792,17.90131844268652,1.0,0.009581943495510625,4.515099117699243,0.9564523411764625,0.21704035874439462,0.7785209197113774,0.5093749030556848
"['JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.017487942964982177,0.08953659048018453,0.013755504298595093,0.7865707434052758,8.784908373067353,1.0,0.01218969351099866,4.265879121008573,0.9019415219229022,0.14748201438848918,0.7655817308382681,0.470100359993036
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG SCANDINAVIAN BLUE PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.014803942126231914,0.08953659048018453,0.011616691130215979,0.7847025495750709,8.76404322932907,1.0,0.0102911966265672,4.22886294158546,0.8992092553513878,0.12528267752148348,0.7635298155051851,0.45722246916692655
['SMALL MARSHMALLOWS PINK BOWL'],['SMALL DOLLY MIX DESIGN ORANGE BOWL'],0.018788005871251835,0.02214300691968966,0.014678129586915495,0.78125,35.28201941287879,1.0,0.014262106642901196,4.470203396938562,0.9902619994016327,0.5591054313099041,0.776296532572801,0.7220643939393939
"['JUMBO BAG PINK POLKADOT', 'JUMBO BAG SPACEBOY DESIGN']",['JUMBO BAG RED RETROSPOT'],0.01430069196896624,0.08953659048018453,0.011113440972950304,0.777126099706745,8.679424752930835,1.0,0.00983300577254171,4.085105561134963,0.8976216011405524,0.11985526910900045,0.7552082840860127,0.4506239397831149
"['CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['WOODLAND CHARLOTTE BAG'],0.014091004403438877,0.03535332354791361,0.010945690920528413,0.7767857142857143,21.97207041179461,1.0,0.010447527082738562,4.321617110505347,0.9681295938019335,0.28431372549019607,0.7686051368204008,0.5431971276054905
"['ALARM CLOCK BAKELIKE IVORY', 'ALARM CLOCK BAKELIKE GREEN']",['ALARM CLOCK BAKELIKE RED '],0.014091004403438877,0.04533445166701615,0.010945690920528413,0.7767857142857143,17.134556297079424,1.0,0.010306882962461001,4.276901656531768,0.9550966785525524,0.22577854671280276,0.7661858793332832,0.5091144112594159
"['JUMBO BAG PINK VINTAGE PAISLEY', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.0160620675193961,0.08953659048018453,0.012455441392325435,0.7754569190600523,8.660782311469296,1.0,0.011017298630576194,4.054738207512668,0.8989764091630941,0.13372354795137326,0.7533749532467503,0.4572834946588318
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG']",['STRAWBERRY CHARLOTTE BAG'],0.014132941916544349,0.03078213461941707,0.010945690920528413,0.7744807121661722,25.160071637060458,1.0,0.010510648799884942,4.297716060963903,0.974020256901213,0.3222222222222222,0.7673182718879484,0.5650332716144213
"['CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013671629272384148,0.03749213671629272,0.010568253302579158,0.7730061349693252,20.61782023304649,1.0,0.010055674708764461,4.240237343655253,0.9646871121423611,0.2603305785123967,0.76416414484526,0.5274426648000989
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG STRAWBERRY']",['JUMBO BAG RED RETROSPOT'],0.013294191654434892,0.08953659048018453,0.010274690710840848,0.7728706624605679,8.6318973987692,1.0,0.009084374116912625,4.008568066913633,0.8960630494972557,0.11101042138649751,0.7505343595749535,0.44381238041061183
"['LUNCH BAG RED RETROSPOT', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.013587754246173202,0.08953659048018453,0.010484378276368212,0.771604938271605,8.617761008471392,1.0,0.009267777088883213,3.9863533065462207,0.8961370690021682,0.11317338162064282,0.7491441618188126,0.444350478503484
"['JUMBO BAG VINTAGE LEAF', 'JUMBO BAG PEARS']",['JUMBO BAG APPLES'],0.013210316628223947,0.041895575592367375,0.010190815684629902,0.7714285714285715,18.413127413127413,1.0,0.009637361865733038,4.1917068567833935,0.9583510412239693,0.226890756302521,0.7614336989282275,0.5073359073359074
"['JUMBO STORAGE BAG SKULLS', 'JUMBO BAG PINK POLKADOT']",['JUMBO BAG RED RETROSPOT'],0.013881316837911512,0.08953659048018453,0.010694065841895575,0.7703927492447129,8.604222531962613,1.0,0.009451180060853801,3.965307744092879,0.8962186899085566,0.11533242876526457,0.7478127639677651,0.4449153441773916
"['REGENCY CAKESTAND 3 TIER', 'ROSES REGENCY TEACUP AND SAUCER ']",['GREEN REGENCY TEACUP AND SAUCER'],0.022520444537638917,0.044327951352484796,0.017278255399454812,0.7672253258845438,17.307935568322563,1.0,0.016279970229554023,4.105567120989726,0.963931193256701,0.3485617597292724,0.7564282910179457,0.57850386445599
['PINK REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.03359194799748375,0.046970014678129585,0.025749633046760326,0.7665418227215979,16.319812288211164,1.0,0.02417181875625155,4.08223004407924,0.9713544744030256,0.46977811782708495,0.7550358531483609,0.6573780542179418
"['JUMBO BAG WOODLAND ANIMALS', 'JUMBO SHOPPER VINTAGE RED PAISLEY']",['JUMBO BAG RED RETROSPOT'],0.01635563011113441,0.08953659048018453,0.012455441392325435,0.7615384615384615,8.505332372545487,1.0,0.010991014037019419,3.818072362502451,0.8970993240871732,0.13330341113105923,0.7380877298657122,0.45032426589803637
"['CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG']",['WOODLAND CHARLOTTE BAG'],0.013923254351016984,0.03535332354791361,0.010568253302579158,0.7590361445783134,21.470008146464867,1.0,0.010076019986667758,4.00328370727616,0.9668855931774317,0.27302275189599134,0.750205063362746,0.5289842644599752
"['SET/6 RED SPOTTY PAPER CUPS', 'SET/6 RED SPOTTY PAPER PLATES']",['SET/20 RED RETROSPOT PAPER NAPKINS '],0.014678129586915495,0.04143426294820717,0.011113440972950304,0.7571428571428572,18.27335164835165,1.0,0.010505263492058188,3.947035387860325,0.9593570691475907,0.24697110904007458,0.7466452915330721,0.5126807403123192
['WOODEN STAR CHRISTMAS SCANDINAVIAN'],['WOODEN HEART CHRISTMAS SCANDINAVIAN'],0.021597819249318514,0.022646257076955337,0.016313692598028937,0.7553398058252427,33.353847536857245,1.0,0.015824582831007256,3.9947395048045085,0.9914312033558962,0.5840840840840842,0.7496707860932381,0.7378550880978065
"['JUMBO  BAG BAROQUE BLACK WHITE', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG RED RETROSPOT'],0.017739568043615015,0.08953659048018453,0.013378066680645838,0.7541371158392435,8.422669567768974,1.0,0.011789726241429311,3.7031348291046333,0.8971885339962508,0.14247431889236264,0.7299585226709702,0.4517758178727833
"['REGENCY CAKESTAND 3 TIER', 'PINK REGENCY TEACUP AND SAUCER']","['ROSES REGENCY TEACUP AND SAUCER ', 'GREEN REGENCY TEACUP AND SAUCER']",0.016858880268400083,0.03287901027469071,0.012707066470958272,0.7537313432835822,22.924392704843136,1.0,0.012152763173393765,3.9270973522179236,0.9727782956173875,0.34314835787089476,0.7453589992019868,0.5701054675601585
"['CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.013755504298595093,0.03749213671629272,0.010358565737051793,0.7530487804878049,20.085512495225625,1.0,0.009842842489287313,3.8975627056426667,0.9634658294396042,0.25333333333333335,0.7434294004937348,0.5146675669776832
"['CHARLOTTE BAG SUKI DESIGN', 'LUNCH BAG RED RETROSPOT']",['RED RETROSPOT CHARLOTTE BAG'],0.01459425456070455,0.04403438876074649,0.010945690920528413,0.7500000000000001,17.03214285714286,1.0,0.010303041841529052,3.8238624449570158,0.9552283270204707,0.22955145118733508,0.7384843167361265,0.49928571428571433
"['ALARM CLOCK BAKELIKE GREEN', 'ALARM CLOCK BAKELIKE PINK']",['ALARM CLOCK BAKELIKE RED '],0.01757181799119312,0.04533445166701615,0.013168379115118473,0.7494033412887828,16.530548263673474,1.0,0.012371770381695124,3.809570140490669,0.9563100447485808,0.2647554806070826,0.7375031924543589,0.5199375633363433
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG APPLES']",['JUMBO BAG RED RETROSPOT'],0.015894317466974207,0.08953659048018453,0.011910253721954289,0.74934036939314,8.369096537788955,1.0,0.010487130727951776,3.632269812715897,0.8947339753170005,0.12735426008968612,0.7246900556508256,0.4411807233382562
"['WOODLAND CHARLOTTE BAG', 'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG']",['CHARLOTTE BAG PINK POLKADOT'],0.014132941916544349,0.03187250996015936,0.010568253302579158,0.7477744807121662,23.461424332344215,1.0,0.010117800970577745,3.8383407546285455,0.9711013609686402,0.2982248520710059,0.7394707599125667,0.5396767140402936
"['CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG']",['STRAWBERRY CHARLOTTE BAG'],0.013671629272384148,0.03078213461941707,0.010190815684629902,0.745398773006135,24.215304826064425,1.0,0.00976997375190061,3.8068075194466275,0.9719925243875148,0.2974296205630355,0.7373126970849937,0.5382307216529313
"['WOODLAND CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.01711050534703292,0.03749213671629272,0.012749003984063745,0.7450980392156863,19.873448260736062,1.0,0.01210749457830793,3.77599238672839,0.9662140160744482,0.3046092184368738,0.7351689575660337,0.5425713909724964
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO STORAGE BAG SUKI']",['JUMBO BAG RED RETROSPOT'],0.022017194380373244,0.08953659048018453,0.016397567624239884,0.7447619047619048,8.317961414073826,1.0,0.014426223107481784,3.5671141044619645,0.8995845634845778,0.17232260907888938,0.7196613366673249,0.46395003903200627
"['CHARLOTTE BAG PINK POLKADOT', 'CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG']",['STRAWBERRY CHARLOTTE BAG'],0.013923254351016984,0.03078213461941707,0.010358565737051793,0.7439759036144579,24.169080955976497,1.0,0.009929978247278403,3.7856509565453362,0.9721604604636835,0.3015873015873016,0.7358446376914347,0.5402440825974197
"['JUMBO STORAGE BAG SUKI', 'JUMBO BAG SPACEBOY DESIGN']",['JUMBO BAG RED RETROSPOT'],0.014552317047599078,0.08953659048018453,0.010819878381211994,0.7435158501440922,8.304044705707671,1.0,0.009516913529183307,3.5497843045323134,0.8925656546062636,0.11600719424460432,0.7182927428229331,0.43217947073949337
['GREEN REGENCY TEACUP AND SAUCER'],['ROSES REGENCY TEACUP AND SAUCER '],0.044327951352484796,0.046970014678129585,0.03287901027469071,0.7417218543046358,15.791390728476822,1.0,0.030796925749013083,3.6899366098359603,0.9801211163770406,0.5628140703517588,0.7289926343627741,0.7208609271523179
"['CHARLOTTE BAG PINK POLKADOT', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['WOODLAND CHARLOTTE BAG'],0.013755504298595093,0.03535332354791361,0.010190815684629902,0.7408536585365855,20.955700460029515,1.0,0.009704512890596954,3.72240129266217,0.965562080911261,0.26185344827586204,0.731356207625636,0.5145549431472963
"['WOODLAND CHARLOTTE BAG', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG PINK POLKADOT'],0.013755504298595093,0.03187250996015936,0.010190815684629902,0.7408536585365855,23.24428353658537,1.0,0.009752393236865916,3.7358331380360927,0.9703259930518698,0.2875739644970414,0.7323220917394361,0.5302952503209244
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO  BAG BAROQUE BLACK WHITE']",['JUMBO BAG RED RETROSPOT'],0.017781505556720485,0.08953659048018453,0.013168379115118473,0.7405660377358491,8.271099376960805,1.0,0.011576283733965265,3.509422596694561,0.8950117443189559,0.1398663697104677,0.7150528406177487,0.4438193186337325
"['CHARLOTTE BAG PINK POLKADOT', 'WOODLAND CHARLOTTE BAG']",['CHARLOTTE BAG SUKI DESIGN'],0.01664919270287272,0.03749213671629272,0.012329628853009016,0.7405541561712846,19.752252633002552,1.0,0.01170541504397701,3.7098604050838038,0.9654467723629881,0.2948846539618857,0.7304480786852112,0.5347066082869846
"['JUMBO SHOPPER VINTAGE RED PAISLEY', 'JUMBO BAG APPLES']",['JUMBO BAG RED RETROSPOT'],0.014091004403438877,0.08953659048018453,0.010400503250157265,0.738095238095238,8.243503958960632,1.0,0.009138842759432081,3.476314836348385,0.8912509828082312,0.1115609536662168,0.7123390581474414,0.42712724434035904
['WOODEN TREE CHRISTMAS SCANDINAVIAN'],['WOODEN HEART CHRISTMAS SCANDINAVIAN'],0.014216816942755294,0.022646257076955337,0.010484378276368212,0.7374631268436579,32.564459739975966,1.0,0.010162420585066561,3.7227294252911487,0.9832706543010296,0.397456279809221,0.7313798867018675,0.6002130449033104
"[""POPPY'S PLAYHOUSE BEDROOM ""]","[""POPPY'S PLAYHOUSE KITCHEN""]",0.017865380582931432,0.018452505766408053,0.013168379115118473,0.7370892018779343,39.945209133589415,1.0,0.012838718076892856,3.733386004852769,0.9927006842666537,0.5688405797101449,0.7321466361366948,0.7253627827571489
"['ROSES REGENCY TEACUP AND SAUCER ', 'REGENCY CAKESTAND 3 TIER', 'GREEN REGENCY TEACUP AND SAUCER']",['PINK REGENCY TEACUP AND SAUCER'],0.017278255399454812,0.03359194799748375,0.012707066470958272,0.7354368932038835,21.893249336387765,1.0,0.012126656214092544,3.6528451139911624,0.9711027817671026,0.33296703296703295,0.7262407879902189,0.556857023380968
"['CHARLOTTE BAG SUKI DESIGN', 'RED RETROSPOT CHARLOTTE BAG', 'STRAWBERRY CHARLOTTE BAG']",['CHARLOTTE BAG PINK POLKADOT'],0.014091004403438877,0.03187250996015936,0.010358565737051793,0.7351190476190476,23.064360119047617,1.0,0.009909450058854538,3.654953220824566,0.9703157874071141,0.29093050647820967,0.7263986870468352,0.5300595238095238
